かこ,過去,"[Adverbial noun, Noun] 1. the past; bygone days; the previous 2. a past (i.e. a personal history one would prefer remained secret); one's past 3. past (tense); preterit; preterite {linguistics terminology} 4. previous life {Buddhist term}"
かご,かご,"[Noun] 1. basket (shopping, etc.); hamper; cage {Usually written using kana alone} | Other forms: 篭 【かご】、カゴ"
かこむ,囲む,"[Godan verb with mu ending, Transitive verb] 1. to surround; to encircle; to enclose; to fence; to wall in 2. to besiege; to lay siege to 3. to play (go, shogi, etc.) | Other forms: 囲む 【かごむ】 [Notes] かごむ: Out-dated or obsolete kana usage."
かさい,火災,[Noun] 1. conflagration; fire
かし,菓子,"[Noun, No-adjective] 1. pastry; confectionery"
かじ,家事,[Noun] 1. housework; domestic chores 2. family affairs; household matters
かしこい,賢い,[I-adjective] 1. wise; clever; smart | Other forms: 畏い 【かしこい】
かしゅ,歌手,[Noun] 1. singer
かず,数,[Noun] 1. number; amount
かせぐ,稼ぐ,"[Godan verb with gu ending, Transitive verb] 1. to earn (income); to make (money) 2. to score (points, victory); to gain (time); to play (for time) [Godan verb with gu ending, intransitive verb] 3. to work hard (at one's job); to labor; to labour; to toil"
かぞえる,数える,"[Ichidan verb, Transitive verb] 1. to count; to enumerate | Other forms: 算える 【かぞえる】"
かた,型,"[Noun] 1. model; type (e.g. of machine, goods, etc.) 2. type; style; pattern {See also 朝型, がた when a suffix} 3. mold (mould); template; model 4. kata (standard form of a movement, posture, etc. in martial arts, sport, etc.) 5. form (i.e. customary procedure) 6. size (i.e. clothing, shoes) 7. (taxonomical) form {Obscure term, See also 品種} [Wikipedia definition] 8. Type | Other forms: 型 【がた】"
かた,肩,[Noun] 1. shoulder
かたがた,方々,[Noun] 1. they (of people); gentlemen (of the ...) {Honorific or respectful (sonkeigo)} 2. you (usu. plural) {Honorific or respectful (sonkeigo)} [Adverb] 3. various | Other forms: 方方 【かたがた】
かたな,刀,"[Noun] 1. (single-edged) sword; katana 2. dagger; knife {Archaism} 3. scalpel {Archaism, Only applies to とう} | Other forms: 刀 【とう】"
かたる,語る,"[Godan verb with ru ending, Transitive verb] 1. to talk about; to speak of; to tell; to narrate 2. to recite; to chant 3. to indicate; to show"
かち,価値,[Noun] 1. value; worth; merit
かち,勝ち,[Noun] 1. win; victory
がっかり,がっかり,"[Adverb, Noun, Suru verb, Adverb taking the 'to' particle] 1. feel disappointed; dejected; lose heart; feel emotionally drained; feel let down {Onomatopoeic or mimetic word}"
かっき,活気,[Noun] 1. energy; liveliness
がっき,学期,"[Noun, No-adjective] 1. school term; semester"
かっこう,格好,"[Noun] 1. shape; form; figure; posture; pose 2. appearance 3. state; situation [Na-adjective, No-adjective, Noun] 4. suitable; fit; reasonable [Noun - used as a suffix] 5. about {after an age} | Other forms: 格好 【かっこ】、恰好 【かっこう】、恰好 【かっこ】、カッコ"
かつどう,活動,"[Noun, Suru verb] 1. action; activity [Noun] 2. movie (esp. during the silent movie period) {Abbreviation, Obsolete term, See also 活動写真}"
かつよう,活用,"[Noun, Suru verb] 1. practical use; application 2. conjugation; declension; inflection {linguistics terminology}"
かなしむ,悲しむ,"[Godan verb with mu ending, Transitive verb] 1. to be sad; to mourn for; to regret | Other forms: 哀しむ 【かなしむ】"
かならずしも,必ずしも,[Adverb] 1. not always; not necessarily; not all; not entirely {used with neg. verb}
かなり,かなり,"[No-adjective, Na-adjective, Adverb] 1. considerably; fairly; quite {Usually written using kana alone} | Other forms: 可成り 【かなり】、可なり 【かなり】、可成 【かなり】"
かね,金,[Noun] 1. money {See also お金} 2. metal | Other forms: 鉄 【かね】、銀 【かね】、銅 【かね】、金 【かな】 [Notes] 鉄: Out-dated kanji. 銀: Out-dated kanji. 銅: Out-dated kanji. かな: Out-dated or obsolete kana usage.
かのう,可能,"[Na-adjective, Noun] 1. potential; possible; practicable; feasible"
かぶ,株,"[Noun, Counter] 1. stock; share [Noun] 2. stump {orig. meaning} [Noun, Counter] 3. root; rootstock 4. strain (of bacteria, etc.) [Noun, Noun - used as a suffix] 5. tradeable rank; goodwill [Noun] 6. one's forte {See also お株}"
かぶる,かぶる,"[Godan verb with ru ending, Transitive verb] 1. to put on (one's head); to wear; to have on; to pull over (one's head); to crown (oneself) {Usually written using kana alone} 2. to be covered with (dust, snow, etc.); to pour (water, etc.) on oneself; to dash on oneself; to ship water {Usually written using kana alone} 3. to bear (e.g. someone's debts, faults, etc.); to take (blame); to assume (responsibility); to shoulder (burden) {Usually written using kana alone} 4. to overlap (e.g. sound or color) 5. to be similar; to be redundant [Godan verb with ru ending, intransitive verb] 6. to be fogged (due to overexposure, etc.) {of film} 7. to close; to come to an end {of a play, etc.} 8. to get a full house; to sell out {of a play, etc.} 9. to blunder; to bungle; to fail {Archaism, See also 毛氈を被る, of a play, etc.} 10. to be deceived {Archaism} | Other forms: 被る 【かむる】、冠る 【かぶる】、冠る 【かむる】"
かまう,かまう,[Godan verb with u ending] 1. to mind; to care about; to be concerned about {See also 構わない} 2. to care for; to look after {Usually written using kana alone} 3. to prepare for 4. to interfere with; to meddle in 5. to tease
がまん,我慢,"[Noun, Suru verb] 1. patience; endurance; perseverance; tolerance; self-control; self-denial"
かみ,上,"[Noun] 1. upper reaches (of a river); upper stream {Antonym: 下 しも} 2. top; upper part; upper half (of the body) 3. long ago 4. beginning; first 5. person of high rank (e.g. the emperor) {Honorific or respectful (sonkeigo), See also 御上} 6. government; imperial court 7. imperial capital (i.e. Kyoto); capital region (i.e. Kansai); region (or direction of) the imperial palace {See also 上方 かみがた} 8. head (of a table) 9. wife; mistress (of a restaurant) {Honorific or respectful (sonkeigo)}"
かみ,神,"[Noun] 1. god; deity; divinity; spirit; kami [Noun, Noun - used as a prefix] 2. incredible; fantastic {Slang, also written ネ申} [Noun] 3. emperor of Japan {Honorific or respectful (sonkeigo), Archaism} 4. thunder {Archaism} | Other forms: 神 【かむ】、神 【かん】 [Notes] かむ: Out-dated or obsolete kana usage. かん: Out-dated or obsolete kana usage."
かみなり,雷,[Noun] 1. lightning; thunder; thunderbolt 2. god of thunder; god of lightning {Only applies to かみなり} 3. anger; fit of anger {Only applies to かみなり} | Other forms: 雷 【いかずち】、雷 【いかづち】、雷 【らい】 [Notes] いかづち: Out-dated or obsolete kana usage.
かみのけ,髪の毛,"[Expression, Noun] 1. hair (head)"
かもく,科目,[Noun] 1. (school) subject; curriculum; course | Other forms: 課目 【かもく】
かもしれない,かもしれない,[Expression] 1. may; might; perhaps; may be; possibly {Usually written using kana alone} [Notes] かもしれない: ichi1. かも知れない: ichi1.
かよう,火曜,"[Adverbial noun, Noun] 1. Tuesday"
から,空,"[Noun, No-adjective] 1. emptiness; vacuum; blank"
がら,柄,"[Noun, Noun - used as a suffix] 1. pattern; design [Noun] 2. body build; figure; physique [Noun, Noun - used as a suffix] 3. essential qualities; character; nature [Noun - used as a suffix] 4. appropriate to; fitting of; suitable for [Notes] がら: ichi1, news1, nf07. 柄: ichi1, news1, nf07."
かる,刈る,"[Godan verb with ru ending, Transitive verb] 1. to cut (hair); to mow (grass); to harvest; to clip; to shear; to reap; to trim; to prune | Other forms: 苅る 【かる】"
かれら,彼ら,"[Pronoun, No-adjective] 1. they (usually male); them | Other forms: 彼等 【かれら】"
かわ,皮,"[Noun] 1. skin; hide; pelt; fur {See also 革} 2. rind; peel; husk; bark 3. shell; sheath; wrapping 4. mask (hiding one's true nature); seeming {See also 化けの皮 ばけのかわ, See also 欲の皮が突っ張る よくのかわがつっぱる}"
かわ,革,[Noun] 1. leather
かわいそう,かわいそう,"[Na-adjective, Noun] 1. poor; pitiable; pathetic; pitiful {Usually written using kana alone} | Other forms: 可哀相 【かわいそう】、可哀そう 【かわいそう】 [Notes] 可哀想: Ateji (phonetic) reading. 可哀相: Ateji (phonetic) reading. 可哀そう: Ateji (phonetic) reading."
かわいらしい,可愛らしい,[I-adjective] 1. lovely; sweet
かん,勘,[Noun] 1. perception; intuition; the sixth sense
かん,管,"[Noun, Noun - used as a suffix] 1. pipe; tube | Other forms: 管 【くだ】"
かん,缶,"[Noun] 1. can; tin | Other forms: 罐 【かん】、鑵 【かん】 [Notes] 缶: Ateji (phonetic) reading. 罐: Ateji (phonetic) reading, Out-dated kanji. 鑵: Ateji (phonetic) reading."
かんがえ,考え,[Noun] 1. thinking; thought; view; opinion; concept 2. idea; notion; imagination 3. intention; plan; design 4. consideration; judgement; deliberation; reflection 5. wish; hope; expectation
かんかく,感覚,"[Noun, Suru verb] 1. sense; sensation; feeling; intuition"
かんきゃく,観客,[Noun] 1. audience; spectator; spectators
かんきょう,環境,"[Noun, No-adjective] 1. environment; circumstance"
かんげい,歓迎,"[Noun, Suru verb, No-adjective] 1. welcome; reception"
かんこう,観光,"[Noun, Suru verb, No-adjective] 1. sightseeing"
かんさつ,観察,"[Noun, Suru verb] 1. observation; survey; watching"
かんじ,感じ,[Noun] 1. feeling; sense; impression
かんしゃ,感謝,"[Noun, Suru verb] 1. thanks; gratitude"
かんじゃ,患者,[Noun] 1. (a) patient
かんじょう,勘定,"[Noun, Suru verb] 1. calculation; computation; counting; reckoning; count 2. bill; check; account; payment (of a bill); settlement (of an account) 3. consideration; allowance"
かんじょう,感情,"[Noun, No-adjective] 1. emotion; feeling; feelings; sentiment"
かんじる,感じる,[Ichidan verb] 1. to feel; to sense; to experience
かんしん,感心,"[Noun, Suru verb] 1. admiration; being impressed [Na-adjective] 2. admirable; praiseworthy [Noun, Suru verb] 3. astonishment; being appalled"
かんしん,関心,[Noun] 1. concern; interest
かんする,関する,[Suru verb - special class] 1. to concern; to be related
かんせい,完成,"[Noun, Suru verb] 1. complete; completion 2. perfection; accomplishment"
かんぜん,完全,"[Na-adjective, Noun, No-adjective] 1. perfection; completeness"
かんどう,感動,"[Noun, Suru verb] 1. being deeply moved emotionally; excitement; passion; deep emotion; impression"
かんとく,監督,"[Noun, Suru verb, No-adjective] 1. supervision; control; superintendence; direction [Noun] 2. director; superintendent; supervisor; coach; foreman; manager; overseer; controller; boss [Wikipedia definition] 3. Overseer"
かんり,管理,"[Noun, Suru verb] 1. control; management (e.g. of a business)"
かんりょう,完了,"[Noun, Suru verb, No-adjective] 1. completion; conclusion {See also 完了形, See also 完了相} [Noun] 2. perfect (tense, form, aspect) {linguistics terminology}"
かんれん,関連,"[Noun, No-adjective, Suru verb, Suffix] 1. relation; connection; relevance | Other forms: 関聯 【かんれん】"
ぎいん,議員,"[Noun] 1. member of the Diet, congress or parliament"
きおく,記憶,"[Noun, Suru verb] 1. memory; recollection; remembrance 2. storage"
きおん,気温,[Noun] 1. atmospheric temperature
きかい,機械,[Noun] 1. machine; mechanism 2. instrument; appliance; apparatus {often 器械} | Other forms: 器械 【きかい】
ぎかい,議会,[Noun] 1. congress; parliament; diet; legislative assembly
きかん,期間,[Noun] 1. period; term; interval
きかん,機関,[Noun] 1. engine 2. agency; organisation; organization; institution; organ; body 3. system; facility; facilities
きぎょう,企業,[Noun] 1. enterprise; undertaking; corporation; business
きく,効く,"[Godan verb with ku ending, intransitive verb] 1. to be effective; to show effect {See also 薬が効く} 2. to do its work; to carry out its function well {See also 目が利く} 3. to be possible to use {See also 割引が効く} | Other forms: 利く 【きく】"
きげん,機嫌,"[Noun] 1. humour; humor; temper; mood; spirits 2. safety; health; well-being; one's situation [Na-adjective] 3. in a good mood; in high spirits; happy; cheery; merry; chipper {See also ご機嫌 ごきげん, usu. as ご機嫌} | Other forms: 譏嫌 【きげん】、気嫌 【きげん】 [Notes] 譏嫌: Out-dated kanji. 気嫌: Irregular kanji usage."
きこう,気候,[Noun] 1. climate
きし,岸,[Noun] 1. bank; coast; shore [Wikipedia definition] 2. Kishi
きじ,生地,[Noun] 1. cloth; fabric; material; texture 2. one's true character 3. unglazed pottery 4. uncooked dough; batter | Other forms: 素地 【きじ】
きじ,記事,[Noun] 1. article; news story; report; account [Wikipedia definition] 2. Article (publishing)
ぎし,技師,[Noun] 1. engineer; technician
きしゃ,記者,"[Noun, No-adjective] 1. reporter {See also ジャーナリスト}"
きず,傷,[Noun] 1. wound; injury; cut; gash; bruise; scratch; scrape; scar 2. chip; crack; scratch; nick 3. flaw; defect; weakness; weak point {See also 玉に疵} 4. stain (on one's reputation); disgrace; dishonor; dishonour 5. (emotional) hurt; hurt feelings {See also 心の傷} | Other forms: 疵 【きず】、瑕 【きず】、創 【きず】、キズ
きず,傷,[Noun] 1. wound; injury; cut; gash; bruise; scratch; scrape; scar 2. chip; crack; scratch; nick 3. flaw; defect; weakness; weak point {See also 玉に疵} 4. stain (on one's reputation); disgrace; dishonor; dishonour 5. (emotional) hurt; hurt feelings {See also 心の傷} | Other forms: 疵 【きず】、瑕 【きず】、創 【きず】、キズ
きたい,期待,"[Noun, Suru verb] 1. expectation; anticipation; hope"
きたく,帰宅,"[Noun, Suru verb] 1. returning home"
きちょう,貴重,"[Na-adjective, Noun] 1. precious; valuable"
ぎちょう,議長,"[Noun] 1. chairman; speaker (e.g. of assembly); president (e.g. of council, senate, etc.); moderator (e.g. of a newsgroup)"
きちんと,きちんと,"[Adverb, Suru verb] 1. precisely; accurately; neatly {Onomatopoeic or mimetic word}"
きつい,きつい,[I-adjective] 1. intense; severe; hard {sometimes written 緊い} 2. determined; forceful; formidable 3. strong 4. tight; close
きづく,気づく,"[Godan verb with ku ending, intransitive verb] 1. to notice; to recognize; to recognise; to become aware of; to perceive; to realize; to realise | Other forms: 気付く 【きづく】"
きにいる,気に入る,"[Expression, Godan verb with ru ending] 1. to be pleased with; to suit | Other forms: 気にいる 【きにいる】"
きにゅう,記入,"[Noun, Suru verb] 1. entry; filling in of forms"
きねん,記念,"[Noun, Suru verb] 1. commemoration; celebration; honoring the memory of something; turning something into a memento; memory | Other forms: 紀念 【きねん】"
きのう,機能,"[Noun, Suru verb] 1. function; facility; faculty; feature"
きのどく,気の毒,"[Na-adjective, Noun] 1. pitiful; unfortunate; (a) pity | Other forms: 気のどく 【きのどく】"
きふ,寄付,"[Noun, Suru verb] 1. contribution; donation [Place] 2. Kifu | Other forms: 寄附 【きふ】"
きぼう,希望,"[Noun, Suru verb] 1. hope; wish; aspiration | Other forms: 冀望 【きぼう】"
きほん,基本,"[Noun, No-adjective] 1. foundation; basis; standard"
きまり,決まり,"[Noun, No-adjective] 1. rule; regulation 2. settlement; conclusion; end; agreement; arrangement 3. habit; custom; habitual way {See also 御決まり} 4. countenance in front of another person; face {See also 決まりが悪い, usu. as 決まりが悪い, etc.} 5. love relationship between a customer and a prostitute {Archaism} | Other forms: 決り 【きまり】、極まり 【きまり】、極り 【きまり】"
きみ,気味,"[Noun] 1. sensation; feeling {See also いい気味 いいきみ} 2. tendency; propensity {Only applies to きみ, See also 気味 ぎみ} | Other forms: 気味 【きび】"
きみょう,奇妙,"[Na-adjective, Noun] 1. strange; queer; curious"
ぎむ,義務,"[Noun, No-adjective] 1. duty; obligation; responsibility"
ぎもん,疑問,[Noun] 1. question; problem; doubt; guess
ぎゃく,逆,"[Na-adjective, Noun] 1. reverse; opposite 2. converse (of a hypothesis, etc.) [Noun - used as a prefix] 3. inverse (function) {Mathematics}"
キャプテン,キャプテン,[Noun] 1. captain [Wikipedia definition] 2. Captain [Notes] キャプテン: gai1.
キャンプ,キャンプ,"[Noun, Suru verb] 1. camp [Notes] キャンプ: gai1, ichi1."
きゅう,九,[Numeric] 1. nine {玖 is used in legal documents} | Other forms: 九 【く】、九 【ここの】、九 【この】、九 【ここ】、９ 【きゅう】、９ 【く】、９ 【ここの】、９ 【この】、９ 【ここ】、玖 【きゅう】、玖 【く】、玖 【ここの】、玖 【この】、玖 【ここ】
きゅう,旧,"[Noun, Prefix] 1. ex-; former; old"
きゅう,球,"[Noun] 1. sphere {Mathematics} [Suffix, Counter] 2. counter for balls {Baseball term}"
きゅう,級,"[Noun, Noun - used as a suffix, Counter] 1. class (e.g. school); grade; rank"
きゅうか,休暇,[Noun] 1. holiday; day off; furlough; absence (from work)
きゅうけい,休憩,"[Noun, Suru verb] 1. rest; break; recess; intermission | Other forms: 休けい 【きゅうけい】"
きゅうげき,急激,"[Na-adjective, Noun] 1. sudden; precipitous; radical | Other forms: 急劇 【きゅうげき】"
きゅうしゅう,吸収,"[Noun, Suru verb] 1. absorption; suction; attraction [Wikipedia definition] 2. Absorption"
きゅうじょ,救助,"[Noun, Suru verb] 1. relief; aid; rescue [Notes] きゅうじょ: ichi1, news1, nf09. 救助: ichi1, news1, nf09."
きゅうそく,急速,"[Na-adjective, Noun] 1. rapid (e.g. progress)"
きゅうそく,急速,"[Na-adjective, Noun] 1. rapid (e.g. progress)"
きゅうに,急に,[Adverb] 1. swiftly; rapidly 2. suddenly; abruptly; immediately
きよう,器用,"[Na-adjective, Noun] 1. skilful; skillfull; adroit; dexterous; dextrous; deft; nimble; handy 2. clever; shrewd; ingenious"
きょうかしょ,教科書,[Noun] 1. textbook; coursebook; schoolbook
きょうぎ,競技,"[Noun, Suru verb, No-adjective] 1. game; match; contest [Notes] きょうぎ: ichi1, news1, nf02. 競技: ichi1, news1, nf02."
ぎょうぎ,行儀,[Noun] 1. manners; behavior; behaviour {See also お行儀}
きょうきゅう,供給,"[Noun, Suru verb] 1. supply; provision"
きょうし,教師,"[Noun, No-adjective] 1. teacher (classroom)"
きょうじゅ,教授,"[Noun] 1. professor [Noun, Suru verb] 2. teaching; instruction"
きょうちょう,強調,"[Noun, Suru verb] 1. emphasis; highlight; stress; stressed point"
きょうつう,共通,"[Na-adjective, Noun, No-adjective] 1. commonness; community [Suru verb] 2. to be common; to be shared [Noun - used as a suffix] 3. -wide"
きょうつう,共通,"[Na-adjective, Noun, No-adjective] 1. commonness; community [Suru verb] 2. to be common; to be shared [Noun - used as a suffix] 3. -wide"
きょうどう,共同,"[Noun, Suru verb, No-adjective] 1. doing together (as equals); sharing; common (land, etc.); joint (statement, etc.); cooperation; co-operation; collaboration; association {esp. 共同} [Place] 2. Kyoudou | Other forms: 協同 【きょうどう】"
きょうふ,恐怖,"[Noun, Suru verb] 1. fear; dread; dismay; terror; horror; scare; panic | Other forms: 恐怖 【くふ】 [Notes] くふ: Out-dated or obsolete kana usage."
きょうりょく,協力,"[Noun, Suru verb, No-adjective] 1. cooperation; collaboration {See also ご協力} | Other forms: 共力 【きょうりょく】 [Notes] 共力: Irregular kanji usage."
きょうりょく,強力,"[Na-adjective, Noun] 1. powerful; strong"
きょか,許可,[Noun] 1. permission; approval; authorization; license [Suru verb] 2. to permit; to authorize
きょく,局,"[Noun, Noun - used as a suffix] 1. bureau; department 2. office (e.g. post, telephone); broadcasting station (e.g. television, radio); channel; exchange {Abbreviation, See also 郵便局, See also 放送局} 3. affair; situation [Noun, Noun - used as a suffix, Counter] 4. game (of go, shogi, etc.)"
きょく,極,[Noun] 1. pole 2. climax; extreme; extremity; culmination; height; zenith; nadir
きょだい,巨大,"[Na-adjective, Noun] 1. huge; gigantic; enormous"
きらう,嫌う,"[Godan verb with u ending, Transitive verb] 1. to hate; to dislike; to loathe"
きり,霧,"[Noun] 1. fog; mist {See also 靄, See also 霞} 2. spray"
きれ,切れ,"[Noun] 1. piece; slice; strip; scrap 2. cloth {also written as 布, 裂} 3. sharpness [Counter] 4. counter for scraps, pieces, etc."
きれる,切れる,"[Ichidan verb, intransitive verb] 1. to break; to snap; to be cut; to split; to crack 2. to be injured 3. to wear out; to be worn out 4. to break; to burst; to collapse 5. to wear off; to stop working; to go dead 6. to expire (time limit, etc.); to run out; to become due 7. to run out (of stock, etc.); to be exhausted; to be used up; to be sold out; to be out of 8. to be broken off (e.g. of a relationship); to break up; to have severed ties; to be cut off; to be disconnected 9. to cut well; to be sharp 10. to be sharp-minded; to be keen; to be shrewd; to be quick-witted; to be able 11. to be short of; to drop under (a certain figure); to beat (e.g. a record time) 12. to dry off 13. to curve; to veer 14. to shuffle (cards) 15. to get angry; to snap; to blow one's top; to lose one's temper; to flip {Colloquialism, See also キレる} [Auxiliary verb, Ichidan verb] 16. to be able to do completely {Usually written using kana alone, after the -masu stem of a verb} [Notes] きれる: ichi1. 切れる: ichi1."
きろく,記録,[Noun] 1. record; minutes; document 2. record (e.g. in sports); results; score [Suru verb] 3. to record; to document 4. to set a record (e.g. in sports); to show a result; to reach a value
ぎろん,議論,"[Noun, Suru verb] 1. argument; discussion; dispute; controversy"
きん,金,"[Noun, Noun - used as a suffix] 1. gold (Au); golden (color); gold (medal, cup) [No-adjective, Noun] 2. valuable; of highest value [Noun] 3. money; gold coin (orig. meaning) 4. Friday {Abbreviation, See also 金曜} 5. metal (fourth of the five elements) {See also 五行} 6. Jin (dynasty of China; 1115-1234 CE) [Noun, Noun - used as a suffix] 7. gold general {Shogi term, Abbreviation, See also 金将} [Noun] 8. testicles {Abbreviation, Colloquialism, See also 金玉 きんたま} [Suffix, Counter] 9. karat; carat"
ぎん,銀,"[Noun, No-adjective] 1. silver (Ag) [Noun] 2. silver coin; money 3. silver medal [Noun, No-adjective] 4. silver colour; silver color [Noun] 5. silver general {Shogi term, Abbreviation, Only applies to ぎん, See also 銀将 ぎんしょう} | Other forms: 銀 【しろがね】、銀 【しろかね】、白銀 【しろがね】、白銀 【しろかね】、白金 【しろがね】、白金 【しろかね】 [Notes] しろかね: Out-dated or obsolete kana usage. しろかね: Out-dated or obsolete kana usage. 白金: Irregular kanji usage. しろかね: Out-dated or obsolete kana usage. 白金: Irregular kanji usage."
きんえん,禁煙,"[Noun, Suru verb, No-adjective] 1. abstaining from smoking; quitting smoking {See also 喫煙} [Expression] 2. No Smoking!; Smoking Prohibited! {on a sign} | Other forms: 禁烟 【きんえん】"
きんがく,金額,[Noun] 1. amount of money
きんこ,金庫,[Noun] 1. safe; strongbox; cashbox; vault; strongroom 2. depository; cash office; treasury; provider of funds
きんし,禁止,"[Noun, Suru verb] 1. prohibition; inhibition; ban"
きんせん,金銭,"[Noun, No-adjective] 1. money; cash"
きんぞく,金属,[Noun] 1. metal [Place] 2. Kinzoku | Other forms: 金ぞく 【きんぞく】
きんだい,近代,"[Noun, No-adjective] 1. present day; modern times"
きんちょう,緊張,"[Noun, Suru verb] 1. tension; mental strain; nervousness"
きんにく,筋肉,"[Noun, No-adjective] 1. muscle; sinew"
きんゆう,金融,"[Noun, No-adjective] 1. financing; credit transacting; loaning of money; circulation of money"
きんよう,金曜,"[Adverbial noun, Temporal noun] 1. Friday"
く,句,"[Noun, Noun - used as a suffix] 1. section (i.e. of text); sentence; passage; paragraph 2. phrase {linguistics terminology} 3. verse (of 5 or 7 mora in Japanese poetry; of 4, 5, or 7 characters in Chinese poetry) 4. haiku; first 17 morae of a renga, etc. 5. maxim; saying; idiom; expression"
くう,食う,"[Godan verb with u ending, Transitive verb] 1. to eat {Male term or language} 2. to live; to make a living; to survive 3. to bite; to sting (as insects do) 4. to tease; to torment; to taunt; to make light of; to make fun of 5. to encroach on; to eat into; to consume 6. to defeat a superior; to threaten a position 7. to consume time and-or resources 8. to receive something (usu. an unfavourable event) {Colloquialism} 9. to have sexual relations with a woman, esp. for the first time {Male term or language, Vulgar} | Other forms: 喰う 【くう】、啖う 【くう】 [Notes] 啖う: Out-dated kanji."
ぐうぜん,偶然,"[Na-adjective, No-adjective, Adverbial noun, Noun] 1. (by) chance; unexpectedly; suddenly; accident; fortuity; by coincidence"
くさい,臭い,"[I-adjective] 1. stinking; smelly 2. suspicious; fishy 3. clumsy; unskilled [Suffix, I-adjective] 4. smelling of 5. looking like; appearing like; smacking of; -ish"
くさり,鎖,[Noun] 1. chain; chains [Place] 2. Kusari | Other forms: 鏈 【くさり】
くさる,くさる,"[Godan verb with ru ending, intransitive verb] 1. to rot; to go bad; to decay; to spoil; to fester; to decompose; to turn sour (e.g. milk) 2. to corrode; to weather; to crumble 3. to become useless; to blunt; to weaken (from lack of practice) 4. to become depraved; to be degenerate; to be morally bankrupt; to be corrupt 5. to be depressed; to be dispirited; to feel discouraged; to feel down {See also 気が腐る きがくさる} [Auxiliary verb, Godan verb with ru ending] 6. indicates scorn or disdain for another's action {Usually written using kana alone, Kansai dialect, See also やがる, after the -masu stem of a verb} [Godan verb with ru ending, intransitive verb] 7. to lose a bet {Archaism} 8. to be drenched; to become sopping wet {Archaism}"
くせ,癖,"[Noun] 1. habit (often a bad habit, i.e. vice); tendency 2. peculiarity; idiosyncrasy; mannerism 3. crease; wrinkle; curl; kink | Other forms: 癖 【へき】"
ぐたい,具体,[Noun] 1. concrete; tangible; material
くださる,くださる,"[Godan verb - aru special class] 1. to give; to confer; to bestow {Honorific or respectful (sonkeigo), Usually written using kana alone} 2. to kindly do for one; to oblige; to favour; to favor {Honorific or respectful (sonkeigo), Usually written using kana alone}"
くだり,下り,"[Noun, Noun - used as a suffix] 1. down-train (going away from Tokyo) 2. down-slope; downward going"
くつう,苦痛,"[Na-adjective, Noun, No-adjective] 1. pain; agony; bitterness"
ぐっすり,ぐっすり,"[Adverb, Adverb taking the 'to' particle] 1. sound asleep; fast asleep {Onomatopoeic or mimetic word} | Other forms: グッスリ"
くべつ,区別,"[Noun, Suru verb] 1. distinction; differentiation; classification | Other forms: 區別 【くべつ】 [Notes] 區別: Out-dated kanji."
くみ,組,"[Noun, Noun - used as a suffix] 1. set (of items) {pronounced ぐみ as a suffix} 2. group (of people); class (of students); company (esp. construction); family (i.e. mafia); team [Noun] 3. typesetting; composition | Other forms: 組み 【くみ】"
くみあい,組合,[Noun] 1. association; union; guild | Other forms: 組み合い 【くみあい】
くむ,組む,[Godan verb with mu ending] 1. to cross (legs or arms); to link (arms) 2. to put together; to construct; to assemble; to produce (e.g. TV program) 3. to braid; to plait 4. to grapple; to wrestle 5. to unite; to join; to link up; to form an alliance 6. to set (e.g. type) 7. to issue (e.g. money order)
くらい,位,"[Adverb, Suffix] 1. throne; crown; (nobleman's) seat {orig. from 座居, meaning ""seat""} 2. government position; court rank {See also 位階} 3. social standing; rank; class; echelon; rung [Noun] 4. grade (of quality, etc.); level; tier; rank 5. digit (e.g. the tens, the hundreds, etc.); place {See also 桁} 6. degree; extent; amount {See also どの位}"
くらし,暮らし,"[Noun, Noun - used as a suffix] 1. life; living; livelihood; life circumstances {usu. ぐらし as a suffix} | Other forms: 暮し 【くらし】"
クラシック,クラシック,"[Noun] 1. classical music {Abbreviation, See also クラシック音楽} [Na-adjective] 2. classic; classical [Noun] 3. (the) classics | Other forms: クラッシック、クラッシク"
くらす,暮らす,"[Godan verb with su ending, intransitive verb] 1. to live; to get along 2. to spend (time) | Other forms: 暮す 【くらす】"
グラス,グラス,[Noun] 1. glass (drinking vessel) 2. glass {See also 硝子 ガラス} 3. glasses 4. grass
グランド,グランド,"[No-adjective] 1. large {From French “grand”} [Noun] 2. gland {Only applies to グランド} 3. ground (e.g. land, electrical, base material of textiles, etc.) {Only applies to グランド, See also グラウンド} [Wikipedia definition] 4. Grand | Other forms: グラン"
クリーム,クリーム,"[Noun] 1. cream [Notes] クリーム: gai1, ichi1."
くりかえす,繰り返す,"[Godan verb with su ending, Transitive verb, intransitive verb] 1. to repeat; to do something over again | Other forms: くり返す 【くりかえす】、繰りかえす 【くりかえす】、繰返す 【くりかえす】"
クリスマス,クリスマス,"[Noun] 1. Christmas [Notes] クリスマス: gai1, ichi1."
グループ,グループ,"[Noun] 1. group (usu. of people) [Wikipedia definition] 2. Group [Notes] グループ: gai1, ichi1."
くるう,狂う,"[Godan verb with u ending, intransitive verb] 1. to go mad 2. to get out of order; to go amiss"
